x y e3 e4 e5 e6 labels
4.956221199999999882e+00 2.682919700000000063e+01 -6.204016500000000128e-02 -2.731906400000000054e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.937788000000000288e+00 2.809051099999999934e+01 -6.194296199999999725e-02 -2.724688700000000088e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.919354799999999805e+00 2.930510900000000163e+01 -6.183874599999999999e-02 -2.716953100000000024e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.891705100000000250e+00 3.053138699999999872e+01 -6.172752900000000320e-02 -2.708701100000000112e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.854838700000000173e+00 3.175766399999999834e+01 -6.160932200000000108e-02 -2.699934199999999909e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.817972400000000377e+00 3.296058399999999722e+01 -6.148414099999999910e-02 -2.690653999999999962e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.799539199999999894e+00 3.423357699999999681e+01 -6.135199799999999787e-02 -2.680862399999999965e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.781106000000000300e+00 3.556496400000000335e+01 -6.121290900000000285e-02 -2.670561299999999957e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.762672799999999818e+00 3.686131400000000014e+01 -6.106688999999999867e-02 -2.659752500000000033e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.744239600000000223e+00 3.809926999999999708e+01 -6.091395599999999827e-02 -2.648438100000000128e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.735022999999999982e+00 3.933722600000000114e+01 -6.075412599999999858e-02 -2.636620300000000125e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.735022999999999982e+00 4.050510899999999737e+01 -6.058741799999999705e-02 -2.624301299999999906e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.716589899999999780e+00 4.160291999999999746e+01 -6.041384899999999863e-02 -2.611483499999999944e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.698156700000000185e+00 4.268905099999999919e+01 -6.023344099999999868e-02 -2.598169300000000015e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.679723499999999703e+00 4.379854000000000269e+01 -6.004621300000000106e-02 -2.584361199999999845e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.642857099999999626e+00 4.490802899999999909e+01 -5.985218700000000114e-02 -2.570061900000000094e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.624424000000000312e+00 4.602919700000000347e+01 -5.965138400000000174e-02 -2.555274000000000087e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.605990799999999830e+00 4.717372300000000251e+01 -5.944382799999999717e-02 -2.540000499999999981e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.578340999999999994e+00 4.829489099999999979e+01 -5.922954099999999666e-02 -2.524244100000000088e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.541474700000000198e+00 4.936934300000000064e+01 -5.900854800000000094e-02 -2.508007900000000165e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.504608300000000121e+00 5.042043799999999720e+01 -5.878087500000000326e-02 -2.491294999999999968e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.467741900000000044e+00 5.157664199999999965e+01 -5.854654599999999792e-02 -2.474108599999999894e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.430875600000000247e+00 5.281459900000000118e+01 -5.830558899999999795e-02 -2.456451800000000046e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.430875600000000247e+00 5.416934299999999780e+01 -5.805802999999999658e-02 -2.438328099999999971e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.476958500000000285e+00 5.564087599999999867e+01 -5.780389799999999939e-02 -2.419740899999999958e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.523041499999999715e+00 5.712408800000000042e+01 -5.754322199999999804e-02 -2.400693799999999850e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.559907800000000400e+00 5.857226299999999952e+01 -5.727603099999999808e-02 -2.381190399999999832e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.605990799999999830e+00 6.003211699999999951e+01 -5.700235399999999814e-02 -2.361234300000000091e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.670506900000000350e+00 6.152700699999999756e+01 -5.672222400000000164e-02 -2.340829399999999963e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.744239600000000223e+00 6.306861299999999915e+01 -5.643567199999999923e-02 -2.319979499999999875e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.817972400000000377e+00 6.455182499999999379e+01 -5.614273100000000127e-02 -2.298688700000000099e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.900921699999999603e+00 6.609343099999999538e+01 -5.584343299999999788e-02 -2.276960899999999968e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.011520700000000161e+00 6.765839400000000126e+01 -5.553781199999999890e-02 -2.254800300000000049e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.149769599999999947e+00 6.924671499999999469e+01 -5.522590299999999980e-02 -2.232211099999999865e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.324884800000000418e+00 7.079999999999999716e+01 -5.490774200000000244e-02 -2.209197599999999928e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.546082900000000038e+00 7.235328499999999963e+01 -5.458336400000000227e-02 -2.185764200000000004e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.785714300000000421e+00 7.376642300000000319e+01 -5.425280600000000064e-02 -2.161915299999999859e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.062211999999999712e+00 7.512116799999999728e+01 -5.391610599999999837e-02 -2.137655399999999900e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.412442399999999765e+00 7.645255500000000382e+01 -5.357330099999999679e-02 -2.112989200000000081e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.817972400000000377e+00 7.773722600000000682e+01 -5.322443100000000260e-02 -2.087921400000000011e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.269585300000000139e+00 7.895182499999999948e+01 -5.286953500000000222e-02 -2.062456699999999990e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.767281099999999938e+00 8.006131399999999587e+01 -5.250865300000000235e-02 -2.036599899999999921e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.394009199999999282e+00 8.108905099999999777e+01 -5.214182600000000223e-02 -2.010356099999999896e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.140553000000000594e+00 8.201167900000000088e+01 -5.176909500000000108e-02 -1.983730100000000163e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.960829499999999115e+00 8.278248200000000168e+01 -5.139050299999999710e-02 -1.956727000000000119e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.083640600000000020e+01 8.337810199999999838e+01 -5.100609300000000235e-02 -1.929352000000000150e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.175806500000000021e+01 8.378686100000000181e+01 -5.061590800000000112e-02 -1.901610200000000001e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.272580600000000040e+01 8.395036500000000501e+01 -5.021999199999999802e-02 -1.873506999999999950e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.371198200000000078e+01 8.397372300000000678e+01 -4.981838999999999712e-02 -1.845047699999999985e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.469815700000000014e+01 8.389197099999999807e+01 -4.941114800000000196e-02 -1.816237600000000091e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.567511499999999991e+01 8.368175200000000302e+01 -4.899831200000000220e-02 -1.787082300000000096e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.665207399999999893e+01 8.338978099999999927e+01 -4.857992800000000139e-02 -1.757587399999999828e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.767511500000000169e+01 8.299270099999999672e+01 -4.815604400000000201e-02 -1.727758299999999914e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.872580599999999862e+01 8.249051099999999792e+01 -4.772670700000000016e-02 -1.697600800000000076e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.976728100000000055e+01 8.187153299999999945e+01 -4.729196699999999726e-02 -1.667120600000000091e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.072580599999999862e+01 8.119416099999999403e+01 -4.685187300000000221e-02 -1.636323599999999975e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.162903199999999870e+01 8.047007299999999930e+01 -4.640647400000000311e-02 -1.605215499999999851e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.246774200000000121e+01 7.972262800000000027e+01 -4.595582100000000086e-02 -1.573802200000000082e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.330645200000000017e+01 7.892846699999999771e+01 -4.549996500000000332e-02 -1.542089900000000006e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.411751200000000139e+01 7.816934299999999780e+01 -4.503895699999999752e-02 -1.510084400000000042e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.485483899999999835e+01 7.743357699999999966e+01 -4.457284999999999719e-02 -1.477791799999999926e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.555529999999999902e+01 7.668613100000000316e+01 -4.410169700000000220e-02 -1.445218399999999986e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.624654400000000010e+01 7.589197099999999807e+01 -4.362554999999999905e-02 -1.412370200000000013e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.692857100000000159e+01 7.512116799999999728e+01 -4.314446400000000043e-02 -1.379253599999999934e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.751843300000000170e+01 7.439708000000000254e+01 -4.265849399999999819e-02 -1.345874799999999955e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.807142899999999841e+01 7.368467200000000616e+01 -4.216769299999999915e-02 -1.312240200000000002e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.856912399999999863e+01 7.303065700000000504e+01 -4.167211900000000052e-02 -1.278356100000000058e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.901152099999999834e+01 7.241167900000000657e+01 -4.117182600000000164e-02 -1.244229099999999942e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.944470000000000098e+01 7.182773699999999906e+01 -4.066687199999999974e-02 -1.209865499999999983e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.985944699999999941e+01 7.125547400000000664e+01 -4.015731300000000004e-02 -1.175271999999999949e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.025575999999999866e+01 7.072992700000000355e+01 -3.964320799999999922e-02 -1.140454999999999941e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.058755800000000136e+01 7.020438000000000045e+01 -3.912461500000000147e-02 -1.105421300000000023e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.092857100000000159e+01 6.967883199999999988e+01 -3.860159199999999707e-02 -1.070177500000000018e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.126036900000000074e+01 6.916496399999999767e+01 -3.807419799999999660e-02 -1.034730199999999919e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.160138200000000097e+01 6.867445299999999975e+01 -3.754249400000000264e-02 -9.990862799999999933e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.190552999999999884e+01 6.820729900000000612e+01 -3.700653899999999802e-02 -9.632524300000000483e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.220046099999999711e+01 6.774014599999999575e+01 -3.646639399999999920e-02 -9.272354800000000286e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.252304099999999920e+01 6.723795599999999695e+01 -3.592212100000000130e-02 -8.910422799999999713e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.284562199999999876e+01 6.672408799999999474e+01 -3.537378000000000050e-02 -8.546797000000000075e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.315898599999999874e+01 6.619853999999999417e+01 -3.482143499999999781e-02 -8.181546700000000283e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.348156699999999830e+01 6.561459899999999834e+01 -3.426514700000000274e-02 -7.814741099999999649e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.380414700000000039e+01 6.498394199999999898e+01 -3.370497900000000296e-02 -7.446450200000000359e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.412672799999999995e+01 6.425985400000000425e+01 -3.314099599999999896e-02 -7.076743800000000195e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.447695900000000080e+01 6.347737200000000257e+01 -3.257325999999999971e-02 -6.705692200000000144e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.480875600000000247e+01 6.271824800000000266e+01 -3.200183699999999826e-02 -6.333365999999999996e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.512212000000000245e+01 6.192408799999999758e+01 -3.142679000000000306e-02 -5.959835900000000006e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.544469999999999743e+01 6.098978100000000069e+01 -3.084818500000000019e-02 -5.585172900000000100e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.575806500000000199e+01 5.998540100000000308e+01 -3.026608700000000055e-02 -5.209448299999999872e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.607142900000000196e+01 5.892262800000000311e+01 -2.968056300000000008e-02 -4.832733500000000251e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.638479300000000194e+01 5.780145999999999873e+01 -2.909167799999999929e-02 -4.455100099999999633e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.668894000000000233e+01 5.657518199999999808e+01 -2.849950000000000053e-02 -4.076619800000000349e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.698387100000000061e+01 5.525547399999999953e+01 -2.790409400000000081e-02 -3.697364600000000064e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.724193499999999801e+01 5.387737200000000115e+01 -2.730553000000000147e-02 -3.317406599999999945e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.749078300000000041e+01 5.252262799999999743e+01 -2.670387399999999897e-02 -2.936818099999999928e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.771198199999999900e+01 5.122627700000000317e+01 -2.609919399999999917e-02 -2.555671299999999913e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.791474699999999842e+01 5.000000000000000000e+01 -2.549155999999999991e-02 -2.174038699999999904e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.808064499999999697e+01 4.883211699999999666e+01 -2.488104000000000010e-02 -1.791992799999999903e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.824654400000000010e+01 4.765255499999999955e+01 -2.426770199999999864e-02 -1.409606400000000016e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.837557600000000235e+01 4.656642300000000034e+01 -2.365161699999999978e-02 -1.026952000000000030e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.849539200000000250e+01 4.558540099999999740e+01 -2.303285399999999844e-02 -6.441023300000000033e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.860599100000000305e+01 4.461605800000000244e+01 -2.241148399999999888e-02 -2.611302800000000080e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.867972400000000022e+01 4.368175200000000302e+01 -2.178757500000000000e-02 1.218914000000000033e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.874423999999999779e+01 4.284087600000000151e+01 -2.116120100000000101e-02 5.048899200000000207e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.878110600000000119e+01 4.208175200000000160e+01 -2.053243000000000082e-02 8.877924699999999517e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.881797199999999748e+01 4.140438000000000329e+01 -1.990133399999999969e-02 1.270526300000000006e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.885483899999999835e+01 4.068029200000000145e+01 -1.926798600000000083e-02 1.653018499999999976e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.889170500000000175e+01 3.987445300000000259e+01 -1.863245599999999863e-02 2.035196600000000171e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.892857099999999804e+01 3.903357700000000108e+01 -1.799481600000000028e-02 2.416987800000000054e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.894700499999999721e+01 3.808759100000000331e+01 -1.735513899999999859e-02 2.798319599999999838e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.896543799999999891e+01 3.696642299999999892e+01 -1.671349700000000077e-02 3.179119499999999952e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.898387100000000061e+01 3.581021899999999647e+01 -1.606996299999999961e-02 3.559315099999999996e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.898387100000000061e+01 3.453722599999999687e+01 -1.542460900000000058e-02 3.938834100000000032e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.898387100000000061e+01 3.315912399999999849e+01 -1.477750899999999944e-02 4.317604400000000196e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.894700499999999721e+01 3.175766399999999834e+01 -1.412873599999999938e-02 4.695554000000000221e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.889170500000000175e+01 3.035620400000000174e+01 -1.347836300000000015e-02 5.072611099999999908e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.879032300000000077e+01 2.887299300000000102e+01 -1.282646399999999923e-02 5.448703899999999926e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.858755800000000136e+01 2.728467200000000048e+01 -1.217311299999999930e-02 5.823761099999999816e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.825576000000000221e+01 2.562627700000000175e+01 -1.151838399999999957e-02 6.197711199999999913e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.785023000000000337e+01 2.403795600000000121e+01 -1.086234999999999978e-02 6.570483299999999895e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.734331799999999646e+01 2.246131400000000156e+01 -1.020508699999999984e-02 6.942006399999999834e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.672580599999999862e+01 2.091970799999999997e+01 -9.546668600000000546e-03 7.312210000000000411e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.601612899999999939e+01 1.951824799999999982e+01 -8.887169099999999919e-03 7.681023599999999701e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.519585299999999961e+01 1.825693400000000111e+01 -8.226663400000000514e-03 8.048377199999999856e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.432949299999999937e+01 1.711240899999999954e+01 -7.565226300000000084e-03 8.414200999999999625e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.340783400000000114e+01 1.613138700000000014e+01 -6.902932599999999849e-03 8.778425299999999959e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.244009199999999993e+01 1.524379599999999968e+01 -6.239857399999999832e-03 9.140981100000000747e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.142626699999999929e+01 1.441459900000000083e+01 -5.576075800000000054e-03 9.501799199999999210e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.034792600000000107e+01 1.366715300000000077e+01 -4.911662800000000072e-03 9.860811299999999377e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.932488499999999831e+01 1.307153300000000051e+01 -4.246693699999999974e-03 1.021794900000000048e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.835714300000000065e+01 1.265109499999999976e+01 -3.581243799999999852e-03 1.057314399999999960e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.744470000000000098e+01 1.232408799999999971e+01 -2.915388399999999797e-03 1.092632999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.658755800000000136e+01 1.209051099999999934e+01 -2.249202999999999966e-03 1.127743900000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.580414700000000039e+01 1.192700699999999969e+01 -1.582762900000000018e-03 1.162640399999999991e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.512211999999999890e+01 1.182189799999999913e+01 -9.161436000000000015e-04 1.197315900000000058e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.453225799999999879e+01 1.175182500000000019e+01 -2.494205799999999937e-04 1.231763800000000054e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.401612899999999939e+01 1.168175199999999947e+01 4.173306799999999838e-04 1.265977599999999932e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.357373300000000071e+01 1.162335799999999963e+01 1.084034700000000018e-03 1.299950700000000042e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.316820299999999833e+01 1.157664199999999965e+01 1.750615999999999978e-03 1.333676800000000058e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.277349200000000096e+01 1.153602000000000061e+01 2.416998999999999970e-03 1.367149299999999984e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.242602499999999921e+01 1.149058800000000069e+01 3.083108499999999939e-03 1.400361999999999961e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.223118300000000147e+01 1.145985399999999998e+01 3.748868800000000091e-03 1.433308500000000062e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.212505200000000016e+01 1.145985399999999998e+01 4.414204700000000370e-03 1.465982499999999959e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.206221199999999882e+01 1.145985399999999998e+01 5.079040800000000216e-03 1.498377899999999915e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.206221199999999882e+01 1.145985399999999998e+01 5.743301900000000008e-03 1.530488399999999950e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.518945199999999218e+00 1.178426600000000057e+01 5.199421800000000177e-02 -5.086596100000000120e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.715880900000000153e+00 1.280741199999999935e+01 5.198980300000000110e-02 -5.085870900000000194e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.820140999999999565e+00 1.370974700000000013e+01 5.197950199999999688e-02 -5.084178999999999782e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.884682899999999606e+00 1.468543599999999927e+01 5.196331500000000297e-02 -5.081520700000000113e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.928571399999999159e+00 1.587445300000000081e+01 5.194124600000000341e-02 -5.077896500000000229e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.983871000000000606e+00 1.701897800000000061e+01 5.191329499999999819e-02 -5.073307099999999764e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
